seed,sample_index,initial_range_m,initial_closing_speed_mps,camera_azimuth_deg,camera_elevation_deg,camera_u_fraction,camera_v_fraction,image_plane_bucket,camera_elevation_bucket,camera_azimuth_bucket,ivbs_caught,beihang_caught,outcome_class,ivbs_min_distance_m,beihang_min_distance_m,ivbs_visible_fraction,beihang_visible_fraction,ivbs_control_effort,beihang_control_effort,visibility_bucket,closing_bucket
11,10,5.000000029313027,0.40927888943994795,231.27761118529352,4.935051300071046,-0.5815085654871903,-0.6803743700159012,mid,level,rear_left,False,False,shared_miss,0.8254851698875427,0.799708902835846,0.105,0.09833333333333333,7.887081364500649,9.486645726671602,03_ge_0.10,01_0.35_0.45
12,11,5.0000000963850315,0.46080620306929804,137.48850455167158,-32.394337993659846,0.35314455954045465,0.39736460686645103,mid,down,rear_right,False,False,shared_miss,1.4351142644882202,1.3975112438201904,0.07333333333333333,0.07833333333333334,13.291960404182712,11.911424098285671,02_0.05_0.10,02_ge_0.45
13,12,5.00000012182839,0.4515554484530264,120.2132931703221,16.760091383615528,0.47526979518832957,0.02424010257449087,mid,level,rear_right,False,False,shared_miss,2.8357460498809814,2.3032827377319336,0.07166666666666667,0.056666666666666664,3.2027150539048947,8.832165104748789,02_0.05_0.10,02_ge_0.45
14,13,4.99999993333861,0.4568324932708839,203.64190095600213,-57.100894941766626,-0.24668497198717282,-0.6412368204063691,mid,down,rear_left,False,False,shared_miss,1.9428980350494385,1.975724220275879,0.03833333333333333,0.041666666666666664,16.96353504471251,15.523837903995192,01_0.02_0.05,02_ge_0.45
15,14,5.000000034402901,0.4819448820847671,357.70781334074667,39.751360083429105,0.008439801624500079,0.4783040845409552,mid,up,front_left,False,False,shared_miss,4.978935718536377,4.222900390625,0.07166666666666667,0.05,5.742690093186211,6.344075471065659,02_0.05_0.10,02_ge_0.45
16,15,5.000000121565073,0.41023349323472386,84.2730606875369,-13.685060851446519,-0.6872709671161438,-0.19881695319698775,mid,level,front_right,False,False,shared_miss,1.1364740133285522,1.0850303173065186,0.07833333333333334,0.06666666666666667,9.514049164338827,10.213878236030991,02_0.05_0.10,01_0.35_0.45
17,16,4.9999999868177625,0.3715267746323146,67.74964636221405,48.38873123688901,0.8834568055941038,0.3033625285535478,edge,up,front_right,False,False,shared_miss,4.986439228057861,4.986421585083008,0.06,0.04666666666666667,6.751064280375735,6.742267190828139,02_0.05_0.10,01_0.35_0.45
18,17,5.000000093681546,0.44517582219012997,345.4031903262501,-7.241153519237416,-0.20500872722914462,-0.811371459665079,edge,level,front_left,False,True,beihang_only,0.5155532956123352,0.4929550886154175,0.09666666666666666,0.13054830287206268,10.185183206179762,2.360035685163345,02_0.05_0.10,01_0.35_0.45
19,18,4.999999913408637,0.42410499725089673,218.0560289885347,19.3977427731932,0.44337872756234037,0.761602802046998,edge,level,rear_left,False,False,shared_miss,2.2950005531311035,2.5405569076538086,0.043333333333333335,0.04,5.317911540540491,6.52050668902233,01_0.02_0.05,01_0.35_0.45
20,19,5.000000176015061,0.4088358945726359,133.2211286326216,-52.15170777525648,-0.671577107093057,-0.36609648988161064,mid,down,rear_right,False,False,shared_miss,2.8288826942443848,2.819610357284546,0.051666666666666666,0.051666666666666666,15.310597789023486,14.530655730005085,02_0.05_0.10,01_0.35_0.45
21,20,5.000000129550799,0.47471004782797827,149.09013408766108,2.4220236242746958,-0.3243974079802064,-0.11162780693943776,center,level,rear_right,True,False,ivbs_only,0.48230215907096863,0.7574361562728882,0.1431451612903226,0.09333333333333334,2.280795292106274,9.081848826973735,03_ge_0.10,02_ge_0.45
22,21,4.999999852154842,0.41773756434857884,247.09794599987117,-35.85428810403607,0.5532576598739113,0.6161141638236352,mid,down,rear_left,False,False,shared_miss,2.134704828262329,2.134671688079834,0.06833333333333333,0.07,13.365037236562662,12.125100331655824,02_0.05_0.10,01_0.35_0.45
23,22,5.000000044917303,0.38700228655392954,271.62370390252033,61.36572964929896,-0.7631568971830751,-0.5103206233970206,edge,up,front_left,False,False,shared_miss,4.990246772766113,4.990212440490723,0.085,0.06833333333333333,8.084336821172151,7.587851391810132,02_0.05_0.10,01_0.35_0.45
24,23,5.000000204003979,0.4970744774801684,6.440028274140293,-29.890092694793143,0.08449135279018519,0.11832306476597078,center,level,front_right,True,True,shared_catch,0.486278772354126,0.48400408029556274,0.14606741573033707,0.1455223880597015,1.6573036789860003,1.9544350589441046,03_ge_0.10,02_ge_0.45
25,24,4.99999988828201,0.37373147101169973,34.74832427068477,25.559647634630398,-0.8313838499026484,0.5440605447370591,edge,level,front_right,False,False,shared_miss,4.945905685424805,4.355778217315674,0.04833333333333333,0.045,6.448100084556258,6.634553428212949,01_0.02_0.05,01_0.35_0.45
26,25,4.9999998869936,0.4919950129169876,310.8167093825996,-70.49783528234019,0.15952991102406675,-0.1485511826031355,center,down,front_left,False,False,shared_miss,1.2382465600967407,1.2378463745117188,0.051666666666666666,0.051666666666666666,16.580085807260268,15.424335129918985,02_0.05_0.10,02_ge_0.45
27,26,4.999999980183754,0.46862266837780736,252.54917882284485,31.058350207365915,-0.36975870162485036,0.07087987166604831,mid,up,rear_left,False,False,shared_miss,4.247803688049316,3.0968470573425293,0.07,0.051666666666666666,5.799330288992284,6.709046945133513,02_0.05_0.10,02_ge_0.45
28,27,4.9999997171047585,0.41360193557297514,166.14018362447385,-6.097311039374677,0.5913680284861509,-0.578886589546115,mid,level,rear_right,False,True,beihang_only,0.9528211951255798,0.4966689348220825,0.09,0.12655086848635236,10.08925695008054,2.956034655984038,02_0.05_0.10,01_0.35_0.45
29,28,4.99999997697589,0.44644535680604447,93.67924148659257,59.145979478935864,0.2652819376920026,-0.7428279443316933,edge,up,rear_right,False,False,shared_miss,4.989024639129639,4.988927364349365,0.09,0.075,8.105310178082828,7.401112190931569,02_0.05_0.10,01_0.35_0.45
30,29,4.999999930072034,0.4423088013909937,190.09647687632363,-15.613267333345737,-0.4866688902248114,0.3508410446641707,mid,level,rear_left,True,False,ivbs_only,0.4977322220802307,1.0260223150253296,0.06902356902356903,0.08333333333333333,9.387962428085771,9.63891656654368,02_0.05_0.10,01_0.35_0.45
31,30,4.999999810070564,0.40015036568796347,328.70735660337124,11.181041913928356,0.7247093312398588,-0.3291917193909101,edge,level,front_left,False,False,shared_miss,1.7889916896820068,1.820101261138916,0.09166666666666666,0.065,5.974934941797741,9.246046633463072,02_0.05_0.10,01_0.35_0.45
32,31,4.999999807609949,0.4500045129373004,61.94401481132887,-42.981224201590344,-0.0535122253996963,0.8336897736625947,edge,down,front_right,False,False,shared_miss,1.0068880319595337,0.9656816124916077,0.058333333333333334,0.056666666666666664,14.565128821889546,13.579641926825152,02_0.05_0.10,02_ge_0.45
33,32,4.999999983471428,0.4291306858157059,57.90578208486366,52.43767528163221,-0.5908513988819954,0.1593139195996026,mid,up,front_right,False,False,shared_miss,4.985661506652832,4.985657215118408,0.07,0.051666666666666666,6.732175393319439,6.690706096845213,02_0.05_0.10,01_0.35_0.45
34,33,5.000000115367876,0.4491966266443636,332.7464434183591,-19.58354753633807,0.36929721395499626,-0.5548171480514259,mid,level,front_left,False,False,shared_miss,1.3936219215393066,1.223196268081665,0.075,0.07833333333333334,11.506034726657484,10.662617524122913,02_0.05_0.10,01_0.35_0.45
35,34,5.000000164195785,0.46916393851521176,182.90032365607254,7.304986833345828,-0.1591779333277244,0.5755867678087461,mid,level,rear_left,True,False,ivbs_only,0.4871199131011963,1.2255905866622925,0.07103825136612021,0.051666666666666666,2.884856348086527,8.09087708353113,02_0.05_0.10,02_ge_0.45
36,35,4.999999807634393,0.38438295642345666,100.87761798849576,-48.48390595378453,0.8309767993937849,-0.06757407971995655,edge,down,rear_right,False,False,shared_miss,3.1127591133117676,3.0974349975585938,0.051666666666666666,0.04833333333333333,14.095582532307189,13.542004753315357,02_0.05_0.10,01_0.35_0.45
37,36,4.999999879842518,0.4891788959855164,161.74674437827775,29.833998092797582,0.053156928423796525,-0.3545657235779238,mid,level,rear_right,False,False,shared_miss,4.975883960723877,2.863042116165161,0.065,0.056666666666666664,4.122934145740994,7.098772696067935,02_0.05_0.10,02_ge_0.45
38,37,5.000000021151879,0.3823155317741956,256.9417561427392,-61.263841012195435,-0.7242994108695171,0.7465602735100636,edge,down,rear_left,False,False,shared_miss,2.788790464401245,2.7872185707092285,0.051666666666666666,0.055,15.716373713367473,14.268203832391634,02_0.05_0.10,01_0.35_0.45
39,38,5.000000080992259,0.4134759729296623,303.9671814325291,35.65631018509683,0.4861486340448178,-0.823351786355919,edge,up,front_left,False,False,shared_miss,3.1343321800231934,3.6078920364379883,0.06,0.056666666666666664,6.67469626952224,7.382026271879794,02_0.05_0.10,01_0.35_0.45
40,39,5.000000159864985,0.47586283148990427,41.59562155095381,-2.2614044026593505,-0.26481651584882226,0.3188616524795,center,level,front_right,True,False,ivbs_only,0.4907711148262024,0.572719395160675,0.1490280777537797,0.09666666666666666,2.2593802220944204,8.609516791983998,03_ge_0.10,02_ge_0.45
41,40,5.000000000018679,0.38788194109933155,2.403989035216906,6.273514205036985,0.6719327403812416,0.7940304880162179,edge,level,front_right,False,False,shared_miss,1.7776650190353394,1.7031896114349365,0.06666666666666667,0.041666666666666664,5.354429014789091,7.259490807831854,02_0.05_0.10,01_0.35_0.45
42,41,5.0000001323673455,0.45189793882886276,275.6602571152627,-31.262729667473444,-0.4437891378414645,-0.28602777732661694,mid,down,front_left,False,False,shared_miss,1.8092833757400513,1.7920739650726318,0.06833333333333333,0.06666666666666667,13.655474557389018,12.501684060672947,02_0.05_0.10,02_ge_0.45
43,42,4.999999973343332,0.47821441657253905,239.8930786616475,70.6879251224063,0.20552850877270573,0.39094319548992545,mid,up,rear_left,False,False,shared_miss,4.985030174255371,4.984996318817139,0.07833333333333334,0.06166666666666667,7.285017089703821,7.061735298766287,02_0.05_0.10,02_ge_0.45
44,43,5.000000124436201,0.35466445612597924,156.2968862308045,-25.62984881108132,-0.883921931245099,-0.786455573655027,edge,level,rear_right,False,False,shared_miss,2.8380093574523926,2.7739877700805664,0.075,0.06833333333333333,8.788049567805531,8.828695575587904,02_0.05_0.10,01_0.35_0.45
45,44,5.000000003814924,0.47162494556433565,128.83579971846362,42.914378657636895,-0.08500836783583271,-0.591748958663827,mid,up,rear_right,False,False,shared_miss,4.984058856964111,3.5668232440948486,0.07833333333333334,0.06333333333333334,6.1400797610685185,7.126077587049937,02_0.05_0.10,02_ge_0.45
46,45,5.000000162986525,0.39706915109740787,222.4408399719672,-11.131463943126821,0.7636187672875308,0.08725492346011382,edge,level,rear_left,True,False,ivbs_only,0.4971412420272827,0.6966326832771301,0.08401639344262295,0.06,6.2047530944526565,10.053741442345261,02_0.05_0.10,01_0.35_0.45
47,46,5.0000000033177745,0.43640888733248007,338.5507028514815,15.44668027738773,-0.5536092908865061,-0.1361454705798423,mid,level,front_left,False,False,shared_miss,2.4410629272460938,2.2147412300109863,0.07666666666666666,0.06,3.3958380234724315,9.121355512405986,02_0.05_0.10,01_0.35_0.45
48,47,5.000000097409446,0.4567260910643273,74.60023693038633,-58.83414027614072,0.3248041728601621,0.5281352477079349,mid,down,front_right,False,False,shared_miss,1.4776074886322021,1.4730091094970703,0.06833333333333333,0.07,15.192610285969128,13.775273970641123,02_0.05_0.10,02_ge_0.45
49,48,5.000000203721426,0.425651545736194,88.3111154470242,20.339070890778647,-0.35273433091820605,-0.8753756911521064,edge,level,front_right,False,False,shared_miss,1.9558323621749878,2.3243651390075684,0.06666666666666667,0.065,9.891763831174623,9.920193039645538,02_0.05_0.10,01_0.35_0.45
50,49,4.999999923961405,0.428842477493568,353.66786887637085,-51.320603909453574,0.5811535257383184,0.2548626393627774,mid,down,front_left,False,False,shared_miss,2.375664472579956,2.365246057510376,0.056666666666666664,0.058333333333333334,15.222563157240767,14.01508919373042,02_0.05_0.10,01_0.35_0.45
51,50,5.000000195924979,0.38538677365044177,210.83925755555907,44.24173424605185,-0.7910681455428823,-0.41515949502094895,edge,up,rear_left,False,False,shared_miss,4.986988544464111,4.986947536468506,0.075,0.051666666666666666,7.203169811352473,7.152301845341899,02_0.05_0.10,01_0.35_0.45
52,51,4.999999794488782,0.46122450395306414,113.01542368457368,-10.287759694391205,0.11284037359732225,0.6981614683789339,mid,level,rear_right,True,False,ivbs_only,0.4903523623943329,0.5034847259521484,0.14397905759162305,0.09833333333333333,1.6576328345789377,8.06567864311571,03_ge_0.10,02_ge_0.45
53,52,5.000000056966678,0.3951064246154781,141.88280536277404,67.96291536243828,0.6868092434721649,0.6238685272553185,mid,up,rear_right,False,False,shared_miss,4.986269474029541,4.986184120178223,0.065,0.04666666666666667,6.823326008628234,6.729791219509737,02_0.05_0.10,01_0.35_0.45
54,53,4.999999945904733,0.49998035253430323,226.88520101874823,-26.55243419596227,-0.007923451843453727,-0.006877870430790566,center,level,rear_left,True,True,shared_catch,0.49330082535743713,0.4958641827106476,0.14545454545454545,0.1366906474820144,1.2979798096531547,1.8709867971069722,03_ge_0.10,02_ge_0.45
55,54,4.9999999068865,0.48172242817295285,292.18362715742103,1.606413252498318,0.24627806141627848,0.22363601926198648,center,level,front_left,True,False,ivbs_only,0.4789596498012543,0.7941539287567139,0.14919354838709678,0.07666666666666666,2.2482848139802103,8.892833432340842,03_ge_0.10,02_ge_0.45
56,55,4.999999941982628,0.4368642997781362,14.708655107027358,-36.43945986887166,-0.47491757237930127,-0.5031293760215245,mid,down,front_right,False,False,shared_miss,2.1161208152770996,2.110682964324951,0.058333333333333334,0.058333333333333334,14.726252668808561,13.492061576236825,02_0.05_0.10,01_0.35_0.45
57,56,4.999999970929691,0.46108447279558823,31.400372519352253,32.60118625033611,0.40569158018491897,-0.1844261778448659,mid,up,front_right,False,False,shared_miss,4.228723049163818,3.240147590637207,0.07333333333333333,0.05333333333333334,6.0538236599714415,6.905449112884074,02_0.05_0.10,02_ge_0.45
58,57,4.999999880040109,1.929816541693939,132.1661588309477,-29.183317430712908,-0.17254783500651438,0.3644961441044682,mid,level,rear_right,False,False,shared_miss,0.8741514086723328,0.8672080039978027,0.07833333333333334,0.08,13.649819537995898,12.169628942954606,02_0.05_0.10,02_ge_0.45
59,58,4.999999938526457,1.5922150335653886,270.28591883448604,1.0297729661319364,0.698112196066361,-0.5209298529428247,mid,level,front_left,True,True,shared_catch,0.49662744998931885,0.4938872754573822,0.10513447432762836,0.05609756097560976,2.7323088081052513,2.5748538071770897,03_ge_0.10,02_ge_0.45
60,59,4.999999832523892,1.5149133388788585,198.12821316485096,-70.98713457230353,-0.7743696650775878,0.6556665174067757,edge,down,rear_left,False,False,shared_miss,3.0060060024261475,3.0062341690063477,0.04833333333333333,0.04,16.368342064767265,15.51585223178226,01_0.02_0.05,02_ge_0.45
61,60,5.0000000315064215,1.955866889618083,24.149029559158464,32.68921744644606,0.15388532503115787,-0.25665565436670845,center,up,front_right,False,False,shared_miss,4.146814346313477,2.5150082111358643,0.06333333333333334,0.058333333333333334,4.184761621354337,7.663418444014255,02_0.05_0.10,02_ge_0.45
62,61,5.0000000823870385,1.674484034214633,67.1212918150748,-39.83338935030691,0.6516228751493803,-0.07694467382586559,mid,down,front_right,False,False,shared_miss,2.689612627029419,2.683081865310669,0.051666666666666666,0.04833333333333333,15.142332879303659,14.460473447876492,02_0.05_0.10,02_ge_0.45
63,62,4.9999999595814115,1.7571113868615484,250.94488570194397,59.11323210529877,-0.2772919914063878,0.8099640276141006,edge,up,rear_left,False,False,shared_miss,4.742621421813965,4.7403564453125,0.03333333333333333,0.03166666666666667,5.41876226499473,5.528995567014165,01_0.02_0.05,02_ge_0.45
64,63,5.000000047124542,1.786383576525161,358.0839211482528,-10.153046474035321,0.2955159568957813,-0.7059686193286107,edge,level,front_left,False,False,shared_miss,1.1470447778701782,1.1574668884277344,0.051666666666666666,0.055,12.506229107636184,10.657444408902924,02_0.05_0.10,02_ge_0.45
65,64,5.000000045615776,1.7245050057967362,139.80724674669148,19.491229312030836,-0.5749235342211596,0.20849539063343348,mid,level,rear_right,False,False,shared_miss,2.368081569671631,2.3494579792022705,0.06,0.058333333333333334,7.798593612233178,7.780038417459737,02_0.05_0.10,02_ge_0.45
66,65,5.000000137555275,1.7500842385944482,173.82736518508082,-54.63497001281259,0.39022398729758145,0.6790919603154123,mid,down,rear_right,False,False,shared_miss,1.9199167490005493,1.9173872470855713,0.055,0.056666666666666664,16.789234440897165,15.241203337809711,02_0.05_0.10,02_ge_0.45
67,66,5.000000017957712,1.7529742978632816,323.900984735833,41.173546951059464,-0.5395561972696273,-0.17809879815563903,mid,up,front_left,False,False,shared_miss,4.240199565887451,3.9915337562561035,0.065,0.05333333333333334,6.277765937280545,6.834125947451598,02_0.05_0.10,02_ge_0.45
68,67,5.000000210088099,1.812594184282242,239.79001856334764,-21.565181965050822,0.4628583859258773,0.09849367744579472,mid,level,rear_left,False,False,shared_miss,1.8798432350158691,1.8630142211914062,0.06333333333333334,0.065,13.71921605767764,12.337947035902472,02_0.05_0.10,02_ge_0.45
69,68,4.999999877107141,1.688389095863134,77.76331987006539,8.608976752522766,-0.4084461267448229,-0.842062761936778,edge,level,front_right,True,True,shared_catch,0.48648586869239807,0.4951692521572113,0.14797136038186157,0.1497695852534562,2.3598837170394176,2.5615064297188312,03_ge_0.10,02_ge_0.45
70,69,4.999999864627919,1.4947107715683456,13.861266604636468,-3.5651682503424014,-0.8110389599542999,-0.630708148669566,edge,level,front_right,False,True,beihang_only,1.4431766271591187,0.4995808005332947,0.04,0.022675736961451247,10.197789616781881,5.08832402579762,01_0.02_0.05,02_ge_0.45
71,70,5.000000005023191,1.9793106376859781,208.2310072179062,27.85944929123891,0.06048618551144195,0.22818593820908276,center,level,rear_left,False,False,shared_miss,1.1981810331344604,2.057260274887085,0.056666666666666664,0.05333333333333334,4.827752578941643,7.152309135185182,02_0.05_0.10,02_ge_0.45
72,71,4.999999925983714,1.9500682039381851,304.82329931999425,-30.307650094308432,-0.041822035211127914,-0.3877505707077611,mid,down,front_left,False,False,shared_miss,0.9412928223609924,0.9691944122314453,0.056666666666666664,0.06166666666666667,14.288851870461146,12.449952385135676,02_0.05_0.10,02_ge_0.45
73,72,5.000000032176873,1.4548349084291712,97.09413251503797,77.03865357486947,0.8872982352573731,0.5547289794361211,edge,up,rear_right,False,False,shared_miss,4.822864055633545,4.822249889373779,0.06166666666666667,0.03833333333333333,6.864146213946354,6.654139645336446,02_0.05_0.10,02_ge_0.45
74,73,4.999999934526415,1.6846782777651095,106.7366559701995,-37.61803988554002,-0.4558045321728344,-0.7777186798682619,edge,down,rear_right,False,False,shared_miss,2.4209423065185547,2.45109224319458,0.035,0.03666666666666667,16.88366424186667,15.73530724968391,01_0.02_0.05,02_ge_0.45
75,74,4.999999965278602,1.8400108398967268,301.1943317219145,62.968537851233314,0.41529487313044317,0.16423158809204372,mid,up,front_left,False,False,shared_miss,4.7827582359313965,4.782713890075684,0.07166666666666667,0.05333333333333334,6.491863185984333,6.452641678485817,02_0.05_0.10,02_ge_0.45
76,75,5.000000003037231,1.867695462404599,217.9628753133095,-4.166758287903895,-0.38300755179531515,-0.00035887446956405145,mid,level,rear_left,True,True,shared_catch,0.49612516164779663,0.49493393301963806,0.10148514851485149,0.1025,4.028014015794939,3.198658665736895,03_ge_0.10,02_ge_0.45
77,76,4.999999957682932,1.6099619451327742,10.145863798098212,24.66374586735488,0.5465659151993565,0.8564268887577168,edge,level,front_right,False,False,shared_miss,4.5056891441345215,3.304142713546753,0.04666666666666667,0.021666666666666667,3.8438910984398134,5.70942122940325,01_0.02_0.05,02_ge_0.45
78,77,5.000000200375029,1.883050599454569,81.04483397908616,-15.268987891655968,0.03487635540234834,0.6168958092121928,mid,level,front_right,False,False,shared_miss,0.7418423891067505,0.6791025400161743,0.06,0.06833333333333333,12.57851029832409,10.709557542982413,02_0.05_0.10,02_ge_0.45
79,78,5.000000085674634,1.4761431948750987,231.20630147396147,13.35392219022258,-0.8944782165238592,-0.3268677089928127,edge,level,rear_left,False,False,shared_miss,1.7598109245300293,1.9018011093139648,0.08166666666666667,0.06666666666666667,9.143106826683862,8.489384159604189,02_0.05_0.10,02_ge_0.45
80,79,4.999999838351804,1.5336938038278765,327.271676406042,-53.46533012335661,0.8041572067092694,0.4019501726914783,edge,down,front_left,False,False,shared_miss,3.0748181343078613,3.0719380378723145,0.051666666666666666,0.041666666666666664,15.147893859954976,14.541742584811223,02_0.05_0.10,02_ge_0.45
81,80,5.000000147562461,1.92985794527528,165.1570472279204,45.30572067777654,-0.06760062441742973,-0.45642909063125015,mid,up,rear_right,False,False,shared_miss,4.73354434967041,2.993312358856201,0.075,0.056666666666666664,5.798539563355523,6.937158458773736,02_0.05_0.10,02_ge_0.45
82,81,4.999999908465498,1.5458749337186404,154.02015694570918,-10.879943303072492,0.7815277921837184,-0.4348932743739468,edge,level,rear_right,False,False,shared_miss,2.1263020038604736,1.2369601726531982,0.08,0.07,5.98292725299086,5.734398052805858,02_0.05_0.10,02_ge_0.45
83,82,4.999999933040943,1.9086494507953717,337.93160300338394,16.357138890715053,-0.14693404588039816,0.4788228252276263,mid,level,front_left,True,False,ivbs_only,0.49264615774154663,1.1819605827331543,0.06088560885608856,0.055,3.3369446683216237,6.838033872648362,02_0.05_0.10,02_ge_0.45
84,83,5.000000055502147,1.8677310502535365,265.24697516507075,-48.09715599197141,0.17966013552257887,-0.5857647416172586,mid,down,rear_left,False,False,shared_miss,1.6877436637878418,1.7116937637329102,0.03666666666666667,0.04,17.16802498136373,15.764291946972774,01_0.02_0.05,02_ge_0.45
85,84,4.999999941271616,1.6288632461797696,46.88237028379366,50.934000345893494,-0.6912051704972831,0.2992563653612093,mid,up,front_right,False,False,shared_miss,4.776522159576416,4.776288032531738,0.055,0.04666666666666667,6.369832334777248,6.508327996357651,02_0.05_0.10,02_ge_0.45
86,85,5.000000063233012,1.9140515837340852,44.65702492355485,-69.30215633538583,-0.30234627967261823,0.035112029682871686,center,down,front_right,False,False,shared_miss,1.494030475616455,1.4932503700256348,0.05333333333333334,0.055,17.04384002744301,16.27643735358871,02_0.05_0.10,02_ge_0.45
87,86,4.9999999635998735,1.5906253122625094,182.8647196124398,36.198282601922735,0.5678606322462668,-0.8806359024843639,edge,up,rear_left,False,False,shared_miss,3.5132901668548584,3.5199403762817383,0.06,0.06166666666666667,7.805859339294652,8.489299095432676,02_0.05_0.10,02_ge_0.45
88,87,4.999999796727254,1.5711670131501512,290.88326823750185,-22.418254585167492,-0.6586202834291495,0.7481849416902346,edge,level,front_left,False,False,shared_miss,2.539973735809326,2.542832612991333,0.06333333333333334,0.06166666666666667,12.546053718379028,11.31923392471765,02_0.05_0.10,02_ge_0.45
89,88,4.9999999073484265,1.9251249229762355,116.81623351798544,5.811003860387709,0.27006047954432627,-0.13820901435613328,center,level,rear_right,True,True,shared_catch,0.4907876253128052,0.48991718888282776,0.14285714285714285,0.1479028697571744,2.323510369668062,2.3127973749799193,03_ge_0.10,02_ge_0.45
90,89,5.000000031358655,1.747212374775161,123.24683193880301,-83.05303145521817,0.4793177957325837,-0.49157254188058924,mid,down,rear_right,False,False,shared_miss,2.777148723602295,2.780243158340454,0.04573804573804574,0.04133858267716536,12.8962723726561,13.129077944065848,01_0.02_0.05,02_ge_0.45
91,90,4.99999995846978,1.7806405034842754,284.6583301899071,31.65001451781726,-0.449350022158945,0.4230012617121285,mid,up,front_left,False,False,shared_miss,3.237619638442993,3.151196002960205,0.04833333333333333,0.04666666666666667,5.58647165355951,6.220295966166366,01_0.02_0.05,02_ge_0.45
92,91,4.999999889429141,1.859136673498188,189.47211854424256,-26.137014343354192,0.35510139774636096,-0.30584349102640906,mid,level,rear_left,False,False,shared_miss,1.6722594499588013,1.6724032163619995,0.06,0.06,15.090187577033348,13.894739184976793,02_0.05_0.10,02_ge_0.45
93,92,5.000000032678827,1.7036127226812758,38.60752453691443,1.9164414861009418,-0.5151458521738141,0.5818344116605861,mid,level,front_right,False,False,shared_miss,1.1844592094421387,0.9310027360916138,0.125,0.12166666666666667,4.619469449956147,4.186695592482494,03_ge_0.10,02_ge_0.45
94,93,5.000000112494462,1.7840876895153759,53.28072030799826,-7.4548585108150744,-0.0003835631280277271,0.8775332291473568,edge,level,front_right,True,True,shared_catch,0.4987102150917053,0.499584436416626,0.026058631921824105,0.02,1.1797723236424382,3.8640418940456125,01_0.02_0.05,02_ge_0.45
95,94,5.000000224689128,1.508314015806899,258.98835567342786,20.460163127837713,0.8705237421040533,-0.03555789099473178,edge,level,rear_left,False,False,shared_miss,3.4132742881774902,3.0803935527801514,0.06833333333333333,0.06166666666666667,8.60812586075837,8.423730785711879,02_0.05_0.10,02_ge_0.45
96,95,5.000000030319648,1.5332416377797409,344.5053936052103,-43.41083279881212,-0.8342536668312288,0.12900545628516147,edge,down,front_left,False,False,shared_miss,3.1483538150787354,3.1425609588623047,0.051666666666666666,0.04,14.47468850389057,13.904489284055304,02_0.05_0.10,02_ge_0.45
97,96,4.999999949198968,1.8260066766360028,147.93834583293815,57.39439436820502,0.09419355073708982,-0.756530524538523,edge,up,rear_right,False,False,shared_miss,4.7991557121276855,3.9071531295776367,0.09,0.07166666666666667,7.4935616615788065,6.973473088998583,02_0.05_0.10,02_ge_0.45
98,97,4.999999874247514,1.5892387171099533,159.984049075254,-18.694778577337633,-0.7584607936439055,-0.1593986172836765,edge,level,rear_right,False,False,shared_miss,2.757596015930176,2.7151548862457275,0.065,0.06333333333333334,9.969467685048253,8.1464986524385,02_0.05_0.10,02_ge_0.45
99,98,5.000000004763921,1.8126348776521974,331.9417055834583,9.503442883544476,0.11331158056126323,0.7834104638980373,edge,level,front_left,True,False,ivbs_only,0.49298951029777527,0.5922367572784424,0.1082024432809773,0.035,2.6303053129982055,4.692264347619602,03_ge_0.10,02_ge_0.45
100,99,4.999999803624076,1.7669707406756212,226.20874283011673,-59.612679756406514,-0.20711994284356072,-0.8454380797170123,edge,down,rear_left,False,False,shared_miss,2.209066390991211,2.2374939918518066,0.029209621993127148,0.03333333333333333,16.66115984847432,15.662428702157278,01_0.02_0.05,02_ge_0.45
101,100,4.99999998454966,1.6213464447558767,85.89167403761631,40.020221593860065,0.7221925686341567,0.014005388062255986,edge,up,front_right,False,False,shared_miss,4.7449798583984375,4.744930267333984,0.051666666666666666,0.051666666666666666,6.63301171108809,6.800873073439667,02_0.05_0.10,02_ge_0.45
102,101,4.999999922658698,1.8641852104915568,4.939183628946387,-33.46063300613724,0.33728539476681973,0.3343166503898458,center,down,front_right,False,False,shared_miss,1.5313533544540405,1.5251712799072266,0.06333333333333334,0.065,15.427839707805102,14.154357411035486,02_0.05_0.10,02_ge_0.45
103,102,4.999999971215155,1.6476184515116021,222.6006684187911,73.47272462817874,-0.5922476846342156,-0.6067891497932251,mid,up,rear_left,False,False,shared_miss,4.846312046051025,4.844868183135986,0.09166666666666666,0.07833333333333334,8.500852814877549,7.964185367936338,02_0.05_0.10,02_ge_0.45
104,103,4.999999944435912,1.6527613889161132,296.1644603869631,-0.8928191090831512,0.6280772803724205,0.4577702550245545,mid,level,front_left,False,False,shared_miss,1.020047664642334,0.7505406737327576,0.12166666666666667,0.105,5.691645710047107,4.790368486523396,03_ge_0.10,02_ge_0.45
105,104,4.99999980244964,1.896324466436846,111.54988785329925,28.898950735396852,-0.24303497911305444,-0.39975019067524503,mid,level,rear_right,False,False,shared_miss,1.9787843227386475,2.3551766872406006,0.06333333333333334,0.06166666666666667,7.939087009549668,8.889335316933364,02_0.05_0.10,02_ge_0.45
106,105,4.999999873615167,1.9517857097770939,92.45363738551333,-6.8563528780193455,0.20001973723120436,0.1732709046238996,center,level,rear_right,False,True,beihang_only,0.7244853973388672,0.4950721263885498,0.09,0.12813370473537605,10.261339884656147,2.3325957797982455,02_0.05_0.10,02_ge_0.45
